Utilisateur,Date,Contenu
Alex9292,2022-08-22T15:05:05+00:00,"Bonjour à toutes et à tous,je vois énormément d'articles sur les difficultés psychologiques que les femmes éprouvent (et à très juste titre) dans ce difficile parcours qu'est la PMA mais je peine à trouver des sujets sur les difficultés que peuvent également éprouver les conjoints.Cela fait 4 ans que nous tentons de concevoir avec mon épouse, dont 3 ans en PMA. Après plusieurs ponctions, sur 20 follicules, 1 seul est arrivé au stade J5. Nous n'avons pas encore effectué le transfert et éprouvés par le temps qui passe, les attentes et les échecs, vient même la question de la séparation, de ne pas tenter ce transfert ... de tourner cette page douloureuse pour essayer d'en écrire de nouvelles, séparément ... Mon épouse souhaitant prendre un appartement quelques mois pour y vivre seule et faire le point sur sa vie, ses souhaits, ses projets ...L'impact sur notre couple et l'impact psychologique à titre personnel sont de plus en plus durs à supporter (sentiment de culpabilité, désir d'enfant non réalisé, sentiment d'impuissance face à son épouse en souffrance, risque de rupture du couple, sentiment de solitude et d'isolement,...)Alors je jette 2 bouteilles à la mer sur ce forum...La 1ère pour savoir si d'autres hommes traversent ou ont traversé cette épreuve avec peine et tristesse ... histoire de se sentir un peu moins seul ...  et si éventuellement des forums / groupe de parole traitent de ce sujet ?La 2nde pour savoir si certaines d'entre vous ont également eu se besoin de se retrouver seule, pour faire le point sur leur vie voire même ont perdu temporairement les sentiments amoureux qu'elles avaient pour leurs conjoints ?"
CarineP,2022-08-23T11:51:01+00:00,"Bonjour Alex9292,Ton parcours a l'air tres difficile, je pense qu'il y a principalement des femmes sur ce forum et malheureusement peu d'hommes pour te repondre.Pour ma part, je ne suis pas du tout dans une situation proche de la tienne, nous avons de la chance de ne pas voir notre couple souffrir de la PMA.Je pense que vous devriez consulter un psychologue pour en discuter, pour pouvoir exterioriser vos sentiments et  peut etre réinstaurer un dialogue sain entre vous.Je te souhaite beaucoup de courage pour cette periode difficile, ta souffrance doit etre immense, meme si surement assez differente de celle que je vis de mon cote avec les echecs de PMA.En esperant que quelqu'un dans ta situation pourra t'apporter plus de reponse sur ce forum."
Frager06,2023-08-18T13:41:01+00:00,"Salit Alex.Ma compagne et moi même sommes en parcours PMA depuis 1 grosse année maintenant avec 3 échecs et IAC, et 3 échecs FIV/ICSI sans embryons transférables.Nous avons eu la chance de pouvoir faire les pas mal d'analyses et tout le tralala assez rapidement.Nous avons tous les 2 quelques petits problèmes de fertilité, mais en soit d'après les gygy et les biologistes que nous avons vu, nous sommes dans ce qu'ils appellent une infertilité inexpliquée.Bref, pour en revenir aux pensées négatives, elles sont présentes dans tous les cas, récemment j'ai demandé a ma compagne de faire une petite pause afin que l'on puisse ""profiter"" de notre été.Cela nous, et surtout ME permet de ne pas avoir le cerveau qui ne tourne qu'autour du projet de conception, de boire quelques verres de temps en temps et surtout de ne pas compter les jours, de ne pas prendre 15000 compléments pour espérer améliorer la qualité de mes spermatozoïdes.J'ai demandé a être suivit par le psychologue de notre centre, je ne suis pas  suffisamment armé pour trouver les bons mots ou paroles, ou même comment moi je peux réagir , et je ne pense pas que cela soit tout le temps mon rôle non plus, ma compagne n'est pas encore prête, j'y vais la semaine prochaine.Rien n'est facile dans une PMA qui ne fonctionne pas du premier coup malheureusement.S'entourer, et pouvoir en discuter avec une/un professionnel est nécessaire, n'hésites pas.Bonne chance"
lou78,2022-01-24T21:35:20+00:00,"Bonjour,J'aimerais beaucoup avoir vos avis, témoignages, ressentis sur une grande question si vous êtes dans un parcours de PMA en solo ou avez déjà donné naissance à un bébé en solo : comment l'expliquer aux ""inconnus"", aux gens qui ne font pas partie du cercle proche ?Pour prendre des exemples concrets, mes voisins savent que je vis seule et ne sont pas des proches, je ne leur ai donc pas raconté mes soucis d'infertilité, mon projet de PMA... Forcément, s'ils me voient enceinte (), ils vont me poser des questions. Idem pour les gens un peu éloignés, qui vont naturellement me dire ""Ah, je ne savais pas que tu étais en couple !""Je n'arrive pas à imaginer le genre de réponse qu'on peut donner à ça : pas question de déballer son parcours médical, répondre ""X n'a pas de papa"" paraît un peu agressif de l'extérieur (même si, de l'intérieur, on le dit de manière très factuelle), pas envie non plus de partir dans un débat ""PMA pour toutes"" avec des gens qu'on connaît à peine.Pour les petites phrases anodines du quotidien (du style dire à l'enfant ""Oh, tu dois tenir tes cheveux de ton papa""), je ne m'inquiète pas trop mais pour les exemples comme celui des voisins, j'avoue que rien ne me vient et bizarrement, c'est la question psy qui me taraude le plus.Des idées ?"
Zalie,2022-01-30T12:17:27+00:00,"lou78a écrit :↑24 janv. 2022 à 22:35Bonjour,J'aimerais beaucoup avoir vos avis, témoignages, ressentis sur une grande question si vous êtes dans un parcours de PMA en solo ou avez déjà donné naissance à un bébé en solo : comment l'expliquer aux ""inconnus"", aux gens qui ne font pas partie du cercle proche ?Pour prendre des exemples concrets, mes voisins savent que je vis seule et ne sont pas des proches, je ne leur ai donc pas raconté mes soucis d'infertilité, mon projet de PMA... Forcément, s'ils me voient enceinte (), ils vont me poser des questions. Idem pour les gens un peu éloignés, qui vont naturellement me dire ""Ah, je ne savais pas que tu étais en couple !""Je n'arrive pas à imaginer le genre de réponse qu'on peut donner à ça : pas question de déballer son parcours médical, répondre ""X n'a pas de papa"" paraît un peu agressif de l'extérieur (même si, de l'intérieur, on le dit de manière très factuelle), pas envie non plus de partir dans un débat ""PMA pour toutes"" avec des gens qu'on connaît à peine.Pour les petites phrases anodines du quotidien (du style dire à l'enfant ""Oh, tu dois tenir tes cheveux de ton papa""), je ne m'inquiète pas trop mais pour les exemples comme celui des voisins, j'avoue que rien ne me vient et bizarrement, c'est la question psy qui me taraude le plus.Des idées ?Coucou Lou !Je comprends que tu te poses ce genre de questions, ça me parait bien naturel !Je suis quelqu'un qui a tendance à toujours vouloir tout dire, tout expliquer (à la limite de la justification parfois !!). Les années passant, j'ai appris à ""trier"" ce que je souhaitais dire ou non de ma vie privée et à prendre conscience que les autres n'ont pas besoin de tout savoir de notre vie (je parle de l'entourage non proche comme les voisins, certains collègues qu'on côtoie tous les jours mais avec qui on a aucune affinité, etc.). Et, dans le cas présent, il faut te dire que tu n'as aucune obligation d'expliquer quoique ce soit à qui que ce soit d'ailleurs (sauf à ton enfant bien-sûr)Du coup, j'aurais tendance à te conseiller derépondre des trucs très évasifs qui ""tapent en touche"" et permettent de mettre fin à la discussionmais tout en restant très souriante.Exemple, si tes voisins ou des connaissances un peu éloignées/que tu ne vois pas souvent te disent ""Ah, je ne savais pas que tu étais en couple !"", tu réponds quelque chose du style :- ""Il faut toujours savoir garder du mystère..."" (avec un grand sourire et pas plus !)ou- ""Ah, si tu savais tout de ma vie, tu partirais peut-être en courant !!"" (l'air de rigoler toujours !)ou- ""On a entretenu des relations très distantes avec le papa et il préfère garder l'anonymat !!"" (grand sourire et même rire, sur le ton de la blague mais pas de précisions supplémentaires). Comme ça, tu ne mens pas mais tu ne racontes pas ta vie non plus !Ce sont des idées et il faut voir si elles te conviennent.Et, effectivement, si d'autres fivettes sont dans le même cas que toi, venez partager vos expériences et vos idées !"
lou78,2022-02-01T21:10:33+00:00,"J'aime bien ta première proposition... très mystérieuse ;)Je crois que de toute façon, on n'empêchera pas les gens curieux de faire des suppositions, les gens indiscrets de poser des questions ! Ma priorité, ce sera de ne pas en faire un tabou ou avoir des réponses qui mettent les gens mal à l'aise d'avoir posé la question... parce que je me dis que plus c'est ""naturel"" pour moi, plus ce sera aussi intégré comme ça par mon futur enfant.Ce qui est drôle, c'est qu'on se rend compte que l'image de la famille traditionnelle papa-maman-bébé est quand même très ancrée. Rien qu'au labo d'analyses médicales, quand j'ai mentionné être en parcours PMA, on m'a répondu ""et votre mari a fait des tests aussi ? Car ça peut venir de lui, la stérilité !"" Sans même imaginer un autre cas de figure :)"
Zalie,2022-02-02T08:15:39+00:00,"lou78a écrit :↑01 févr. 2022 à 22:10J'aime bien ta première proposition... très mystérieuse ;)Je crois que de toute façon, on n'empêchera pas les gens curieux de faire des suppositions, les gens indiscrets de poser des questions ! Ma priorité, ce sera de ne pas en faire un tabou ou avoir des réponses qui mettent les gens mal à l'aise d'avoir posé la question... parce que je me dis que plus c'est ""naturel"" pour moi, plus ce sera aussi intégré comme ça par mon futur enfant.Ce qui est drôle, c'est qu'on se rend compte que l'image de la famille traditionnelle papa-maman-bébé est quand même très ancrée. Rien qu'au labo d'analyses médicales, quand j'ai mentionné être en parcours PMA, on m'a répondu ""et votre mari a fait des tests aussi ? Car ça peut venir de lui, la stérilité !"" Sans même imaginer un autre cas de figure :)Je te rejoins tout à fait sur le fait que, plus ce sera ""naturel"" pour toi et ton entourage proche, plus ça sera intégré comme ça par ton futur enfant. Et, effectivement, l'idée est d'éloigner le plus possible le tabou de l'histoire de ton futur enfant.Mais les propositions de réponses que je te soumettais étaient destinées à ton entourage non proche car il m'a semblé comprendre que tu ne voulais trop entrer dans les détails. Après, je pense aussi qu'il n'y a aucune règle et que ça dépend vraiment du ressenti et de l'histoire de chacun. Tu pourras bien-sûr leur dire la vérité sans problème lorsque l'occasion se présentera si tu le préfères : mon propos était plus sur le fait que, dans les cas de personnes trop éloignées et peut-être trop insistantes à ton goût, tu n'as aucune obligation envers eux. Concernant le fait de ne pas mettre mal à l'aise les gens qui auront posé la question, tout dépend de la personne et les circonstances de sa question et, surtout, de comment toi tu auras perçu sa question (ça peut être curieux et bienveillant à la fois mais ça peut être lourd aussi parfois et insistant).Oui, c'est vrai que l'image de la famille classique est encore très très ancrée et que, même si les choses bougent un peu, c'est encore très lent..."
Emilie30,2022-04-02T17:09:38+00:00,"Bonjour,J'entame un parcours PMA solo et j'avoue ne pas encore avoir réfléchi aux réponses à apporter aux petits curieux. Alors je suis ce post avec curiosité ;)Bonne chance à toutes pour votre projet bébéÉmilie"
scarlett,2022-04-03T09:06:45+00:00,"Comme on se retrouve,LouJe comprends tout à fait ces questionnements. Pour ma part, je considère qu'il faut faire la part des choses entre deux éléments : avoir un enfant seule, et avoir recours à la PMA pour cela.Si j'étais en couple et que je devais avoir recours à la PMA, je n'en parlerais qu'à certains : mes amis, ma famille non lointaine, éventuellement un ou deux collègues proches... Ces personnes sont donc celles à qui je parlerai de mon recours à la PMA en tant que célibataire. Vu que ce sont des proches, cette démarche ne devrait pas les déranger/donner suite à un débat houleux (si c'est le cas, c'est qu'il faut que je fasse le tri dans mes amis...)En ce qui concerne les autres (mes voisins, les amis d'amis et de la famille, les cousins que je vois une fois tous les dix ans...), si j'étais enceinte suite à une aventure d'un soir/d'une relation secrète/etc, je ne leur en parlerais pas. Je me vois en effet mal expliquer à ma banquière que j'avais une liaison avec un homme marié qui m'a laissé tomber à l'annonce de la grossesse !Je vais donc donner à ces personnes autant de détails que je leur en donnerais dans une situation de ce type, c'est à dire aucun.S'ils me posent une question du type ""je ne savais pas que tu étais en couple/j'imagine que le papa est ravi/etc"", je leur répondrai chaleureusement et avec un grand sourire, ""Je vais l'élever seule"". Il n'y aura rien de cassant dedans vu que j'assume ce choix autant que toi, et mon sourire/ma joie seront donc pleinement honnêtes. Je continuerai la conversation en parlant tout aussi gaiement de la grossesse/de la dernière écho en date/etc., ce qui aidera à signifier qu'il n'y a aucun malaise.Et si par hasard je tombe sur quelqu'un d'indiscret qui insiste en posant une question du type ""le papa t'a quitté/il refuse de faire partie de la vie de l'enfant ?"", je répondrai un truc du type ""je préfère ne pas rentrer dans les détails"". Pour le coup, j'avoue qu'une question de ce type me paraîtrait malvenue (contrairement à la première question innocente), donc s'ils trouvent ça un peu cassant à ce moment, et bien ce sera mérité... mais pour certaines personnes (par exemple au boulot), je ressortirai peut être le grand sourire pour adoucir le truc.Pour ce qui est des potins, comme vous dîtes, on ne peut pas les empêcher, mais ils m'importent peu - et je vis dans une grande ville où il y a de très nombreuses mères célibataires, donc cela devrait passer relativement inaperçu je pense (j'avoue que le problème se poserait autrement dans une petite ville du sud des États-Unis !)"
Miris,2023-07-31T20:51:29+00:00,"Hello,Je suis maman solo d'un grand petit de 3 ans, je l'ai eu grâce à une PMA en Espagne (je tente la deuxième maintenant, mais plus compliqué...). Mes voisins ne posent pas de question, ils savent que je suis seule, ils peuvent bien penser ce qu'ils veulent... Et tout va bien. Chez la nounou j'ai toujours dit que je l'élevais seule, et je n'ai pas eu de questions.Pour son entrée à la crèche à ses deux ans, j'ai été transparente avec la directrice, ça a été compliqué, j'ai compris que sa vision de ""l’intérêt supérieur de l'enfant"" ne collait pas avec mon parcours. Pour elle j'étais une égoiste qui avait eu un enfant seule, et qui en plus travaillait, et ne voulait pas sacrifier son métier! Ohlala!!! Finalement après quelques semaines, tout c'est arrangé, elle a bien vu que je n'étais pas un parent pire que les autres, j'étais là à l'heure, mon fils est bien élevé (enfin pas pire), il est ouvert et sociable, un peu trop colérique, mais bon. A 2.5 ans, il a voulu amener un livre ""vivre seul avec papa ou maman"", il a expliqué à ses copains qu'il avait juste une maman et que son papa était un donneur qui vivait dans un autre pays et qu'il était très gentil. Il a provoqué la conversation de lui même, et tout c'est bien passé. Ses copains ont été surpris, mais grâce à l'encadrement des personnes de la crèche, ils ont compris. Et finalement, ils ont pu parler ensemble de toutes les configurations familiales, ce qui est super pour leur ouverture d'esprit.Maintenant, je me demande si je dois en parler pour son entrée à l'école, manifestement, il n'a pas besoin de moi pour aborder le sujet et expliquer.Bon courage dans tes choix!"
Misspo,2023-07-21T13:08:18+00:00,"Alphabetagaa écrit :↑29 juin 2023 à 16:04Coucou à tousComment gérez-vous vos moments d'anniversaire et de fêtes en général ? Vous deprimez également ?Bonne journéeBonjour Alphabetaga, on ne va pas se mentir, quand on est dans un parcours PMA et qu'on voit les mêmes événements (anniversaires, Noël ou autres ) revenir chaque année sans qu'on ait un petit bout, c'est très difficile à vivre...Personnellement, j'ai un petit garçon d'un peu plus de 3 mois et il n'y a que sa naissance qui m'a ""consolée"".Chaque année qui passait, j'espérais sa venue et je voyais les autres (proches, connaissances, famille) avoir 1,2 voire 3 enfants et moi tjs rien...., c'était très difficile.Il faut s'accrocher, être persévérant et ne pas baisser les bras jusqu'au bonheur, enfin.Pour moi ça a pris 7-8 ans.Courage à toi et à toutes"
Basmati,2023-04-13T19:28:59+00:00,"Pouki08a écrit :↑13 avr. 2023 à 21:13Basmatia écrit :↑13 avr. 2023 à 20:45Pouki08a écrit :↑12 avr. 2023 à 23:23Aux 40ans de ma cousine, en pleine soirée, je venais tout juste de dire bonjour à un de mes cousins que je vois très rarement. Il me dit : "" hey alors ? T'as quel âge toi maintenant ? 34? Tic tac, t'as tj pas d'enfant, va falloir y penser ! ""Je me suis retrouvé sans voix, je crois que j'ai répondu quelque chose comme ""euh ouai ouai"" et il a réinsisté, jusqu'à ce que je parte.Il m'a clairement pourri la soirée qui était hyper festive.Quelques mois auparavant, je venais de rater ma 1ere fiv.Oh je suis désolée que tu aies eu à vivre ça, les gens, même nos proches, sont d'un manque de tact incroyable. Tu ne veux pas du tout parler de votre situation ?On en a parlé aux proches (quelques amis, mes parents, ma soeur, ma belle-mère), mais je n'ai pas envie de l'étaler sur la place publique.J'ai eu énormément de remarques déplacées comme celle-ci... La société manque vraiment d'éducation sur le sujet. Ma gynéco a attendue mes 28ans pour me dire que ça allait être compliqué sans me dire ce que voulait dire ""compliqué"". Même les pros évitent ce sujet qui concerne de plus en plus de couples.Pas que ce sujet soit tabou pour moi mais juste besoin de garder mon intimitéBientôt je vais devoir subir une nouvelle collègue qui va annoncer qu'elle est enceinte, elle avait dit en plein repas du midi qu'elle avait un doute..dsl de dire ça mais ça m'avait tellement saoulée! J'avais failli me confier à elle une fois car elle a aussi le SOPK (apparemment sans gravité) heureusement que je ne lui ai rien dit de ma situation.Un couple de potes très proches a qui on s'était confié car ils avaient soit disant des problèmes pour concevoir, n'ont finalement mis qu'un an sans aucune aide... Je suis contente pour eux mais je n'ai plus envie de parler de mon cas aux gens qui m'entourent. L'annonce de sa grossesse était gênante et j'en avais pleuré tout le weekend.Oh que je te comprends, j'avais une haine des nanas enceintes qui ne se doutent même pas de la chance qu'elles ont... Je suis désormais incapable de féliciter les gens pour une grossesse naturelle : à un moment, si on félicite, c'est que les gens se sont donnés du mal, donc pour une grossesse naturelle, ce n'est franchement pas le cas. Donc je me contente d'un Huuum ouai d'accord, je ne sais pas faire semblant de toute façon.J'avais aussi une amie qui avait du mal à tomber enceinte pour son 2e : résultats, elle a eu le temps de faire deux bébés tout à fait naturellement. La vie est injuste malheureusement.Tout ce que je peux te souhaiter c'est de t'accrocher et de te protéger au maximum. Ne te fatigue pas à essayer préserver les autres, c'est toi qui compte, eux ne se rendent pas compte et ne te le rendront jamais.Les gens me demandent souvent si ce n'est pas trop dur la grossesse, je leur dis que c'est un parcours de santé comparé à la PMA et que je trouverai ça totalement indécent de me plaindre. J'ai l'impression que ça leur ouvre un peu les yeux sur la réalité."
MathildeJ,2023-07-20T16:25:49+00:00,"Basmatia écrit :↑13 avr. 2023 à 21:28Oh que je te comprends, j'avais une haine des nanas enceintes qui ne se doutent même pas de la chance qu'elles ont... Je suis désormais incapable de féliciter les gens pour une grossesse naturelle : à un moment, si on félicite, c'est que les gens se sont donnés du mal, donc pour une grossesse naturelle, ce n'est franchement pas le cas. Donc je me contente d'un Huuum ouai d'accord, je ne sais pas faire semblant de toute façon.J'avais aussi une amie qui avait du mal à tomber enceinte pour son 2e : résultats, elle a eu le temps de faire deux bébés tout à fait naturellement. La vie est injuste malheureusement.Tout ce que je peux te souhaiter c'est de t'accrocher et de te protéger au maximum. Ne te fatigue pas à essayer préserver les autres, c'est toi qui compte, eux ne se rendent pas compte et ne te le rendront jamais.Les gens me demandent souvent si ce n'est pas trop dur la grossesse, je leur dis que c'est un parcours de santé comparé à la PMA et que je trouverai ça totalement indécent de me plaindre. J'ai l'impression que ça leur ouvre un peu les yeux sur la réalité.J'espère en arriver là un jour, mais je trouve intéressant que tu parles de la PMA une fois enceinte. On souffre des annonces de grossesse des autres en ayant l'impression que ça a été facile pour eux et que c'est injuste, mais finalement, parmi elles, combien sont grâce à une PMA aussi ? Et puis ça sensibilise les gens à la question...De mon côté j'appréhende le retour au travail en août et le retour des collègues au fur et à mesure. Deux collègues, une qui a un an de plus que moi et une qui a un an de moins, sont enceintes, elles l'ont annoncé à un mois d'intervalle. Et je sais que déjà avant ça certains collègues (ou du moins certaines) se demandaient si j'étais enceinte, et que maintenant d'autres se disent ""ce serait amusant que Mathilde soit enceinte aussi"" ! Pour les premières, est-ce qu'elles ont détecté les premiers signes de ma grossesse, ou plutôt les signes de l'endométriose (tendance à me frotter le ventre à cause des douleurs) ou des traitements FIV ?! Pour les deuxièmes, on est bien d'accord, j'aurais aimé aussi, mais ce n'est plus le cas...Bref, de potentielles remarques à prévoir, et j'ai peut-être intérêt à prévoir des réponses - merci pour tous vos partages ! - en plus de me blinder pour être capable de les donner ou de m'esquiver sans pleurer =S"
floflo2810,2022-08-19T09:42:11+00:00,"Bonjour les filles !J'aimerai échanger avec des filles qui vivent le même dilemme que moi.Après un assez long parcours PMA nous avons eu la chance d'avoir notre petite fille, un vrai soleil, il y a 1an et demi.Elle est née grâce à un don de sperme. Nous avons pris rdv au Cocos en Novembre, au cas où, pour bébé 2. Sachant qu'il y a environ 6mois d'attente pour le don, cela nous permettrait de reprendre les Fivs en Mai, j'aurai alors 38 ans, j'ai une réserve déjà basse et je ne pense pas que nous pouvons nous permettre d'attendre plus longtemps si nous souhaitons un 2e enfant.Seulement voilà, c'est la 1ère fois de ma vie que je me sens si indécise, notre équilibre est parfait à 3, nous trouvons qu'un enfant demande déjà énormément d'énergie et de disponibilité (de plus mon conjoint est atteint d'une maladie chronique qui le fatigue beaucoup) Financièrement, nous aimons beaucoup vivre dans Paris, avec un enfant de plus cela serait impossible.... tout un tas de raison qui me fait dire que nous ne serions pas plus heureux à 4... et en même temps cet appel du ventre...je change d'avis tous les jours, j'ai l'impression qu'aucune décision sera la bonne.Avez vous déjà vécu cela ? avez vous eu un déclic ? Comment cela s'est t-il résolu ?Si seulement on pouvait laisser le hasard faire les choses ^^^. mais une grossesse naturelle est impossible dans notre cas."
missalex,2023-04-20T09:40:08+00:00,"Bonjour les fillesSujet très important et très personnel je dirais. Je pense que c’est individuel et cela dépend de chacun.Pour répondre à floflo je dirais que le declic c’est le temps et le cheminement propre à chacune dans sa tête.Personnellement je n’aurais jamais imaginé avoir des problèmes de fertilité. En gros le sujet difficile et crucial pour moi c’était de trouver le bon, l’homme avec qui je voudrais avoir un enfant.A 27 ans je l’ai enfin trouvé et la c’était tellement simple et tellement évident.Les premiers essais ont douché tous les espoirs de conception facile et naturelle.Cf mon parcours en signature.Au final je me suis dit que pour bébé 2 ce serait différent et que ce serait un bébé couette.La vie en a décidé autrement. Assez bizarrement je vivais très bien la période après la naissance de mon fils sur le plan de ne pas être enceinte et de voir les autres enceintes autour de moi. Au printemps 2022, mon fils a eu 3 ans et je ne peux pas l’expliquer mais le retour du printemps et la fin du post partum, je n’avais qu’une idée en tête c’était d’avoir un deuxième enfant.Là chaque annonce de grossesse est devenue difficile à vivre. J’ai vu ma spécialiste endométriose qui m’a annoncé qu’elle me laissait une fenêtre de 6 m pour tomber enceinte et que sinon c’était PMA. En septembre 2022 IAC1 negatif et octobre IAC 2 idem. Je suis actuellement en FiV alors que j’avais dit que jamais je n’irais car c’est trop difficile. Ce qui m’a fait passer le cap c’est cette envie de bébé au fond des tripes.En revanche on a discuté avec mon mari et on s’est laissé une date limite pour plusieurs raisons : écart d’âge dans la fraternité, notre âge à nous : on ne juge pas les autres mais on trouve qu’il y a un bon âge pour tout et nous ne sommes plus tout jeunes, nos amis ont déjà de grands enfants et surtout ceux de mon mari. Et puis et surtout il y a les difficultés physiques et psychologiques intrinsèques à la PMA: je suis admirative des femmes qui enchainent les cycles sans sourciller mais pour moi ce n’est pas possible. L’impression que toute ma vie est en pause et dédiée à cela. Les montagnes russes émotionnelles, les piqûres, les rdv et tout le suivi autour (je fais aussi sophrologie, psy, acupuncture, homéopathie, alimentation).Bref tout ça pour dire que on a tous des hauts et des bas et on change parfois d’avis mais moi j’ai cette conviction maintenant que je suis dans le bon âge et le bon moment de ma vie pour avoir un enfant. Si cela vient je serai très heureuse et si ça ne vient pas je n’aurai aucun regret de ne pas avoir mis tout en œuvre pour y arriver. Immédiatement après la naissance de mon fils je pense que je disais à mon entourage que je ne voulais pas d’autre enfant pour me protéger d’éventuels échecs. Mais j’ai revu mon approche depuis. Je me fais suivre pendant le parcours par la psy du service pma et je sais que j’en aurai encore besoin après peu importe le résultat.Voilà j’espère que tu arriveras à faire ton cheminement pour prendre ta décision.Bon courage à vous les filles"
floflo2810,2023-04-20T09:49:25+00:00,"Merci beaucoup pour ton témoignage Missalex....Effectivement la réflexion a cheminée depuis et nous avons enfin eu le fameux déclic ^^ encore des épreuves (décidément la vie ne nous épargne pas) qui nous ont poussé à foncer pour ne pas avoir de regrets.Nous avons donc décidé de tout tenter pour le 2e.Je reprend le chemin de la PMA et des Fivs mais je trouve cela bien différent de la 1ère fois. J'ai beaucoup plus de recul car je connais toutes les étapes et les protocoles par coeur et beaucoup plus de sérénité car ma fille a déjà fait de moi une maman il n'y a plus cette quête identitaire viscérale même si le désir est tout aussi fort, c'est différent, il n'y a pas les mêmes enjeux et je vis assez bien le parcours car le plus dur est derrière nous. et Ma fille me donne beaucoup de forces.Bon courage à toi aussi ! je croise les doigts pour ton transfert ! 7 embryons c'est top"
Beautythinks,2023-06-16T22:30:07+00:00,"Lol je viens de lire ton message et je te comprends c'est toujours très gênant ces situations. Ça m'es déjà arrivé. Au tout début je n'avais parle à personne de mon souci et un jour j'en ai parlé a une de mes tantes c'était au mariage de ma cousine je crois ou a un Noël je sais plus mais j'avais une cousine enceinte comme on dit jusqu'au dent et c'était dur. Je crois que quelqu'un disait que je ne voulais sûrement pas d'enfants ou un truc du genre et une de mes cousines a dit qu'on était pas non plus obligé d'avoir des enfants en couple bref ça m'a fait de la peine parce que je n'aime pas qu'on catégorise comme ça et je me suis dis si je dis rien personne ne comprendra jamais ma situation ou n'osera pas la demander pour pas me blesser. J'ai donc dis à ma tante que c'était pas que j'en voulais pas parce que oui j'en voulais vraiment mais que malheureusement j'avais un problème et que ça ne marchais pas naturellement. A l'époque je n'avais pas encore passé l'étape PMA. Ma tante m'a donc parlé de peut être voir avec ma gynécologue pour faire des examens complémentaires parce que j'avais eu une tante qui avait dû en faire pour avoir sa fille. Et au final c'est un peu parti comme ça. Je peux pas dire que j'ai pris ma décision pour la PMA par rapport à ce qu'elle m'a dit mais je me suis dis que c'était peut être mieux de clarifier les choses pour éviter des malentendus. Au final on m'a pas trop jugé. J'ai pensé un temps que c'est ce qu'ils se disaient dans leur coin mais après a force de les voir je me suis rendue compte que non il était juste désolé pour moi que ça ne marche pas comme ça comme on dit.Pour ton histoire tu as bien répondu je pense. Après tu aurais aussi pu dire  je te remercie, j'en suis désolée mais très honnêtement on a quelques soucis en ce moment qui ne nous donne pas très envie de festoyer ni d'en parler plus. Mais on remet ça a plus tard quand ça ira mieux promis. on vous tiendra au courant quand le coeur nous en dira. Comme ça au moins ils savent que vous avez des difficultés sur quelque chose et que ça vous met mal à l'aise que vous êtes humains et pas que vous êtes des machines hyper booké qui n'ont pas le temps de prendre du temps pour leurs amis lol. Même si si c'est des amis sincères ils ne le prendrons pas comme ça non plus lol. C'est un peu comme une personne qui a des soucis financiers et qui veut pas en parler parce qu'elle est gênée. Au final quand je l'apprends plus tard et qu'elle me l'a pas dit je me sens encore plus gêné de pas avoir pu être là pour elle tu comprends ? Voilà si ça peut te donner un avis sur un prochain évènement parce que ça va revenir ce genre de truc c'est sur lol"
Anneso64,2018-12-15T00:12:20+00:00,"SalutC'est tout les hommes qui réagissent comme ça ils n'arrivent pas à se projeter dans un parcours PMA encore moins quand le problème vient d'eux le mien voulait carrément que je le quitte pour trouver un mec qui puisse me faire un enfant. Il faut énormément dialoguer, les rassurer."
